udi,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,type_L,type_M,tool_wear_group_mid,tool_wear_group_high
229,M15088,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,M,1,10.199999999999989,60435.9,False,True,False,True
230,L47409,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,L,1,10.199999999999989,49523.600000000006,True,False,False,True
231,L47410,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,L,1,10.300000000000011,54635.99999999999,True,False,False,True
232,L47411,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,L,1,10.099999999999966,60684.8,True,False,False,True
233,L47412,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,L,1,10.199999999999989,67782.40000000001,True,False,False,True
234,L47413,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,L,1,10.199999999999989,52768.799999999996,True,False,False,True
235,L47414,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,L,1,10.199999999999989,63406.2,True,False,False,True
236,M15095,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,M,1,10.199999999999989,56616.00000000001,False,True,False,True
237,L47416,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,L,1,10.199999999999989,57856.50000000001,True,False,False,True
238,M15097,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,M,1,10.100000000000023,56803.200000000004,False,True,False,True
239,L47418,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,L,1,10.200000000000045,70067.9,True,False,False,True
240,L47419,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,L,1,10.199999999999989,49296.600000000006,True,False,False,True
241,M15100,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,M,1,10.100000000000023,69092.40000000001,False,True,False,True
242,L47421,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,L,1,10.100000000000023,43181.1,True,False,False,True
243,L47422,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,L,1,10.199999999999989,79262.4,True,False,False,True
244,L47423,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,L,1,10.199999999999989,63592.200000000004,True,False,False,True
245,M15104,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,M,1,10.199999999999989,68494.5,False,True,False,True
246,M15105,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,M,1,10.200000000000045,51087.799999999996,False,True,False,True
247,L47426,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,L,1,10.200000000000045,53097.5,True,False,False,True
248,L47427,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,L,1,10.199999999999989,66839.5,True,False,False,True
249,L47428,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,L,1,10.300000000000011,77361.59999999999,True,False,False,True
250,L47429,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,L,1,10.300000000000011,78961.0,True,False,False,True
251,L47430,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,L,1,10.300000000000011,54347.4,True,False,False,False
252,M15111,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,M,1,10.199999999999989,62451.6,False,True,False,False
253,L47432,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,L,1,10.199999999999989,57995.99999999999,True,False,False,False
254,L47433,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,L,1,10.199999999999989,65407.4,True,False,False,False
255,L47434,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,L,1,10.199999999999989,57380.6,True,False,False,False
256,L47435,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,L,1,10.199999999999989,60155.6,True,False,False,False
257,L47436,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,L,1,10.199999999999989,83853.0,True,False,False,False
258,L47437,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,L,1,10.0,47642.5,True,False,False,False
259,L47438,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,L,1,10.099999999999966,56167.799999999996,True,False,False,False
260,M15119,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,M,1,10.099999999999966,90738.0,False,True,False,False
261,M15120,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,M,1,10.100000000000023,74730.2,False,True,False,False
262,L47441,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,L,1,10.099999999999966,53093.4,True,False,False,False
263,M15122,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,M,1,10.099999999999966,46524.8,False,True,False,False
264,M15123,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,M,1,10.100000000000023,51260.1,False,True,False,False
265,L47444,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,L,1,10.099999999999966,66025.0,True,False,False,False
266,L47445,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,L,1,10.100000000000023,53943.4,True,False,False,False
267,H29680,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,H,1,10.100000000000023,62928.00000000001,False,False,False,False
268,L47447,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,L,1,10.100000000000023,41229.4,True,False,False,False
269,H29682,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,H,1,10.100000000000023,44640.0,False,False,False,False
270,L47449,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,L,1,10.0,56388.0,True,False,False,False
271,H29684,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,H,1,10.0,60192.0,False,False,True,False
272,M15131,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,M,1,10.0,59241.6,False,True,True,False
273,L47452,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,L,1,10.0,59953.6,True,False,True,False
274,L47453,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,L,1,9.899999999999977,65596.0,True,False,True,False
275,L47454,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,L,1,9.899999999999977,47082.0,True,False,True,False
276,L47455,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,L,1,10.0,76634.7,True,False,True,False
277,M15136,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,M,1,9.899999999999977,46550.0,False,True,True,False
278,H29691,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,H,1,10.0,74985.3,False,False,True,False
279,M15138,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,M,1,10.0,47628.0,False,True,True,False
280,L47459,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,L,1,10.100000000000023,42564.6,True,False,True,False
281,M15140,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,M,1,10.0,63627.200000000004,False,True,True,False
282,L47461,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,L,1,9.899999999999977,59349.0,True,False,True,False
283,M15142,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,M,1,10.0,69222.0,False,True,True,False
284,L47463,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,L,1,10.0,63167.0,True,False,True,False
285,L47464,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,L,1,10.100000000000023,39379.2,True,False,True,False
286,L47465,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,L,1,10.100000000000023,56448.0,True,False,True,False
287,L47466,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,L,1,10.100000000000023,52754.8,True,False,True,False
288,L47467,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,L,1,10.100000000000023,57038.0,True,False,True,False
289,H29702,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,H,1,10.199999999999989,58447.00000000001,False,False,True,False
290,L47469,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,L,1,10.299999999999955,67061.2,True,False,True,False
291,L47470,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,L,1,10.299999999999955,65572.8,True,False,True,False
292,L47471,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,L,1,10.300000000000011,62749.8,True,False,True,False
293,L47472,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,L,1,10.299999999999955,53667.00000000001,True,False,True,False
294,H29707,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,H,1,10.399999999999977,62361.6,False,False,True,False
295,M15154,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,M,1,10.399999999999977,70109.2,False,True,True,False
296,M15155,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,M,1,10.5,52681.2,False,True,True,False
297,L47476,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,L,1,10.5,64449.00000000001,True,False,True,False
298,L47477,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,L,1,10.5,43338.9,True,False,True,False
299,H29712,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,H,1,10.600000000000023,39812.299999999996,False,False,True,False
300,M15159,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,M,1,10.5,55785.200000000004,False,True,True,False
301,L47480,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,L,1,10.599999999999966,62122.6,True,False,True,False
302,L47481,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,L,1,10.699999999999989,47154.0,True,False,True,False
303,H29716,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,H,1,10.599999999999966,53071.200000000004,False,False,True,False
304,M15163,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,M,1,10.599999999999966,64336.5,False,True,True,False
305,L47484,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,L,1,10.599999999999966,47767.5,True,False,True,False
306,L47485,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,L,1,10.599999999999966,40876.799999999996,True,False,True,False
307,L47486,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,L,1,10.599999999999966,64715.4,True,False,True,False
308,M15167,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,M,1,10.599999999999966,57791.4,False,True,False,True
309,L47488,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,L,1,10.600000000000023,61596.00000000001,True,False,False,True
310,M15169,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,M,1,10.600000000000023,59119.2,False,True,False,True
311,H29724,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,H,1,10.600000000000023,63786.799999999996,False,False,False,True
312,M15171,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,M,1,10.600000000000023,64077.3,False,True,False,True
313,L47492,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,L,1,10.700000000000045,52848.0,True,False,False,True
314,L47493,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,L,1,10.600000000000023,66700.4,True,False,False,True
315,M15174,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,M,1,10.600000000000023,68900.0,False,True,False,True
316,L47495,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,L,1,10.5,66827.6,True,False,False,True
317,L47496,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,L,1,10.599999999999966,56904.8,True,False,False,True
318,L47497,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,L,1,10.599999999999966,47854.0,True,False,False,True
319,L47498,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,L,1,10.599999999999966,60328.799999999996,True,False,False,True
320,L47499,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,L,1,10.599999999999966,51745.200000000004,True,False,False,True
321,H29734,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,H,1,10.599999999999966,59210.00000000001,False,False,False,True
322,L47501,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,L,1,10.599999999999966,49335.0,True,False,False,True
323,L47502,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,L,1,10.699999999999989,57920.0,True,False,False,True
324,L47503,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,L,1,10.699999999999989,72274.29999999999,True,False,False,True
325,M15184,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,M,1,10.699999999999989,62347.2,False,True,False,True
326,L47505,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,L,1,10.699999999999989,47232.200000000004,True,False,False,True
327,L47506,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,L,1,10.800000000000011,62141.4,True,False,False,True
328,L47507,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,L,1,10.800000000000011,77849.1,True,False,False,True
329,H29742,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,H,1,10.799999999999955,53474.2,False,False,False,True
330,H29743,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,H,1,10.800000000000011,51428.0,False,False,False,True
331,M15190,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,M,1,10.799999999999955,58576.2,False,True,False,True
332,M15191,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,M,1,10.799999999999955,72192.9,False,True,False,True
333,M15192,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,M,1,10.699999999999989,61827.600000000006,False,True,False,False
334,L47513,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,L,1,10.699999999999989,51551.1,True,False,False,False
335,M15194,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,M,1,10.600000000000023,65811.2,False,True,False,False
336,L47515,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,L,1,10.700000000000045,45299.1,True,False,False,False
337,M15196,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,M,1,10.599999999999966,40897.5,False,True,False,False
338,L47517,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,L,1,10.699999999999989,48253.4,True,False,False,False
339,L47518,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,L,1,10.699999999999989,59706.600000000006,True,False,False,False
340,M15199,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,M,1,10.699999999999989,55158.600000000006,False,True,False,False
341,L47520,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,L,1,10.700000000000045,58075.6,True,False,False,False
342,M15201,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,M,1,10.800000000000011,49878.0,False,True,False,False
343,L47522,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,L,1,10.800000000000011,68401.5,True,False,False,False
344,L47523,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,L,1,10.800000000000011,67456.8,True,False,False,False
345,M15204,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,M,1,10.699999999999989,33782.4,False,True,False,False
346,L47525,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,L,1,10.800000000000011,52146.5,True,False,False,False
347,M15206,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,M,1,10.800000000000011,65946.8,False,True,False,False
348,L47527,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,L,1,10.800000000000011,62995.2,True,False,False,False
349,L47528,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,L,1,10.699999999999989,51258.9,True,False,False,False
350,L47529,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,L,1,10.699999999999989,54708.49999999999,True,False,False,False
351,H29764,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,H,1,10.699999999999989,62019.99999999999,False,False,False,False
352,M15211,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,M,1,10.799999999999955,49941.0,False,True,False,False
353,M15212,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,M,1,10.799999999999955,69322.0,False,True,True,False
354,H29767,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,H,1,10.800000000000011,50220.0,False,False,True,False
355,L47534,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,L,1,10.699999999999989,56869.399999999994,True,False,True,False
356,L47535,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,L,1,10.699999999999989,59888.7,True,False,True,False
357,M15216,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,M,1,10.799999999999955,68362.2,False,True,True,False
358,L47537,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,L,1,10.799999999999955,51881.4,True,False,True,False
359,M15218,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,M,1,10.699999999999989,53838.9,False,True,True,False
360,M15219,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,M,1,10.699999999999989,54218.200000000004,False,True,True,False
361,M15220,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,M,1,10.800000000000011,58102.200000000004,False,True,True,False
362,L47541,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,L,1,10.800000000000011,58732.799999999996,True,False,True,False
363,H29776,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,H,1,10.699999999999989,50676.0,False,False,True,False
364,L47543,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,L,1,10.699999999999989,68736.4,True,False,True,False
365,L47544,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,L,1,10.799999999999955,77666.40000000001,True,False,True,False
366,L47545,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,L,1,10.799999999999955,77797.5,True,False,True,False
367,M15226,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,M,1,10.899999999999977,63476.799999999996,False,True,True,False
368,M15227,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,M,1,10.799999999999955,60092.7,False,True,True,False
369,L47548,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,L,1,10.899999999999977,58815.5,True,False,True,False
370,H29783,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,H,1,10.899999999999977,57290.700000000004,False,False,True,False
371,M15230,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,M,1,10.800000000000011,60338.4,False,True,True,False
372,L47551,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,L,1,10.899999999999977,61112.4,True,False,True,False
373,M15232,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,M,1,10.900000000000034,72638.5,False,True,True,False
374,L47553,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,L,1,10.900000000000034,59304.0,True,False,True,False
375,L47554,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,L,1,10.900000000000034,61533.0,True,False,True,False
376,L47555,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,L,1,10.800000000000011,57334.2,True,False,True,False
377,M15236,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,M,1,10.800000000000011,72711.9,False,True,True,False
378,M15237,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,M,1,10.800000000000011,76753.59999999999,False,True,True,False
379,L47558,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,L,1,10.899999999999977,51567.6,True,False,True,False
380,L47559,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,L,1,10.899999999999977,47007.200000000004,True,False,True,False
381,L47560,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,L,1,10.800000000000011,32819.200000000004,True,False,True,False
382,L47561,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,L,1,11.0,62458.399999999994,True,False,True,False
383,L47562,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,L,1,11.0,64080.0,True,False,True,False
384,M15243,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,M,1,11.100000000000023,49734.0,False,True,True,False
385,L47564,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,L,1,11.0,45881.6,True,False,True,False
386,M15245,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,M,1,11.0,64195.6,False,True,True,False
387,L47566,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,L,1,11.099999999999966,67137.09999999999,True,False,True,False
388,L47567,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,L,1,11.0,75439.59999999999,True,False,True,False
389,L47568,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,L,1,11.099999999999966,70131.0,True,False,True,False
390,M15249,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,M,1,11.099999999999966,77158.4,False,True,True,False
391,L47570,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,L,1,11.099999999999966,68182.0,True,False,True,False
392,L47571,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,L,1,11.0,56807.1,True,False,False,True
393,M15252,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,M,1,10.899999999999977,64666.0,False,True,False,True
394,M15253,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,M,1,10.899999999999977,70470.0,False,True,False,True
395,L47574,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,L,1,10.899999999999977,60967.2,True,False,False,True
396,L47575,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,L,1,10.900000000000034,59226.700000000004,True,False,False,True
397,L47576,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,L,1,10.900000000000034,63474.0,True,False,False,True
398,M15257,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,M,1,10.900000000000034,51268.6,False,True,False,True
399,H29812,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,H,1,10.900000000000034,65487.200000000004,False,False,False,True
400,L47579,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,L,1,11.0,69182.40000000001,True,False,False,True
401,L47580,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,L,1,11.100000000000023,35490.0,True,False,False,True
402,L47581,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,L,1,11.0,52348.799999999996,True,False,False,True
403,L47582,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,L,1,11.200000000000045,54199.399999999994,True,False,False,True
404,L47583,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,L,1,11.300000000000011,76125.4,True,False,False,True
405,L47584,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,L,1,11.300000000000011,59532.299999999996,True,False,False,True
406,L47585,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,L,1,11.199999999999989,77760.0,True,False,False,True
407,L47586,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,L,1,11.200000000000045,74684.09999999999,True,False,False,True
408,M15267,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,M,1,11.100000000000023,67360.0,False,True,False,True
409,M15268,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,M,1,11.200000000000045,63669.6,False,True,False,True
410,L47589,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,L,1,11.200000000000045,60256.7,True,False,False,True
411,M15270,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,M,1,11.100000000000023,66092.8,False,True,False,True
412,L47591,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,L,1,11.199999999999989,63304.7,True,False,False,True
413,L47592,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,L,1,11.100000000000023,66901.6,True,False,False,True
414,L47593,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,L,1,11.0,54268.5,True,False,False,True
415,L47594,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,L,1,11.0,51610.0,True,False,False,True
416,L47595,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,L,1,10.899999999999977,64670.799999999996,True,False,False,True
417,L47596,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,L,1,11.100000000000023,56510.99999999999,True,False,False,True
418,L47597,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,L,1,11.0,69839.40000000001,True,False,False,True
419,L47598,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,L,1,11.0,38072.7,True,False,False,False
420,M15279,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,M,1,11.0,57338.200000000004,False,True,False,False
421,M15280,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,M,1,11.0,51519.6,False,True,False,False
422,M15281,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,M,1,11.0,51532.700000000004,False,True,False,False
423,L47602,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,L,1,11.0,73581.6,True,False,False,False
424,L47603,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,L,1,11.0,65147.6,True,False,False,False
425,L47604,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,L,1,11.099999999999966,65351.00000000001,True,False,False,False
426,M15285,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,M,1,11.099999999999966,48118.5,False,True,False,False
427,L47606,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,L,1,11.100000000000023,67394.9,True,False,False,False
428,M15287,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,M,1,11.0,63131.200000000004,False,True,False,False
429,M15288,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,M,1,11.0,58855.5,False,True,False,False
430,L47609,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,L,1,11.100000000000023,75258.4,True,False,False,False
431,L47610,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,L,1,11.100000000000023,59211.600000000006,True,False,False,False
432,L47611,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,L,1,11.0,60587.4,True,False,False,False
433,M15292,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,M,1,10.899999999999977,58200.200000000004,False,True,False,False
434,M15293,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,M,1,10.899999999999977,43797.6,False,True,False,False
435,M15294,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,M,1,11.0,66334.8,False,True,False,False
436,L47615,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,L,1,10.900000000000034,61511.600000000006,True,False,False,False
437,L47616,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,L,1,11.0,54595.2,True,False,False,False
438,L47617,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,L,1,11.0,59213.0,True,False,False,False
